user_id;item_id;rating
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0316769487;6.381013929843903
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0374157065;6.0439605712890625
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0446612545;5.963208913803101
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0451166892;6.057005763053894
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0515069434;5.926413297653198
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0553347594;5.505404114723206
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0609804618;6.072615146636963
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0679425608;5.453985899686813
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0684823802;5.48899918794632
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0786868716;6.165148675441742
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0800793013;5.592053413391113
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN805423001;5.886017620563507
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0806315326;6.0486801862716675
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN0812561309;6.704919099807739
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN067976397X;5.033352494239807
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBN2342342Y;5.769005715847015
4NzUNBBp9ahfbOCXItWi1ba4YJ82;ISBNID3434534;6.662400722503662
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0316769487;5.672205328941345
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0374157065;5.702875852584839
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0446612545;5.760958015918732
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0451166892;5.928206086158752
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0515069434;5.784692883491516
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0553347594;5.862324059009552
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0609804618;5.766153991222382
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0679425608;5.869033873081207
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0684823802;5.885798215866089
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0786868716;5.739180088043213
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0800793013;6.009116530418396
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN805423001;5.874610722064972
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0806315326;5.681077539920807
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN0812561309;5.587142288684845
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN067976397X;5.940591990947723
5oT9r03jvGgjnS48R6A57I33TDn2;ISBN2342342Y;5.82413637638092
5oT9r03jvGgjnS48R6A57I33TDn2;ISBNID3434534;5.695481538772583
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0316769487;5.3572142124176025
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0374157065;5.646475970745087
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0446612545;5.721706032752991
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0451166892;5.652428865432739
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0515069434;5.736323535442352
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0553347594;6.0924152135849
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0609804618;5.602640628814697
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0679425608;6.152761697769165
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0684823802;6.144772469997406
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0786868716;5.529297769069672
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0800793013;6.083850383758545
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN805423001;5.7860570549964905
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0806315326;5.617163181304932
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN0812561309;5.058933794498444
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN067976397X;6.510595738887787
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBN2342342Y;5.887976169586182
B7rq6vXvz8PETBlX8cHohPMg5lU2;ISBNID3434534;5.114872604608536
Bza45IyBgINTt8mMgN5OlXaynVq2;ISBN0316769487;4.569249868392944
Bza45IyBgINTt8mMgN5OlXaynVq2;ISBN0374157065;5.242930382490158
